case,q,k,selected,effective_origin,seed_makespan,selected_makespan,cycles_saved,fraction_saved,added_copy_bytes
case_060,3,5,a4_b0,a4_b0,272653,187058,85595,0.31393382797915304,4155776
case_061,1,2,local,local,55814,41210,14604,0.2616547819543483,89088
case_061,1,3,local,local,38242,29964,8278,0.21646357408085348,124928
case_061,1,4,local,local,28693,23622,5071,0.1767330010804029,163584
case_061,1,5,local,local,23941,19417,4524,0.18896453782214606,153344
case_061,2,2,a2_b1,a2_b1,40485,40485,0,0.0,60416
case_061,2,3,a2_b1,a2_b1,28265,28265,0,0.0,111360
case_061,2,4,a2_b1,a2_b1,21321,21321,0,0.0,163584
case_061,2,5,a2_b1,a2_b1,18015,18015,0,0.0,155136
case_061,3,2,a2_b1,a2_b1,40485,40485,0,0.0,60416
case_061,3,3,cache_order_1,cache_order_1,28238,27959,279,0.009880303137616009,111360
case_061,3,4,a2_b1,a2_b1,21321,21321,0,0.0,163584
case_061,3,5,a2_b1,a2_b1,18014,18014,0,0.0,155136
case_062,1,2,budget_0.05,budget_0.05,1976547,1778694,197853,0.10010032647844957,13200384
case_062,1,3,budget_0.05,budget_0.05,1593327,1313563,279764,0.17558479834961682,13200384
case_062,1,4,budget_0.05,budget_0.05,1311695,1045834,265861,0.20268507541768477,13200384
case_062,1,5,budget_0.05,budget_0.05,1137823,880756,257067,0.22592881318096047,13200384
case_062,2,2,release_order_8,release_order_8,1572620,1572229,391,0.0002486296753189121,10850304
case_062,2,3,a2_b1,a2_b1,1086627,1086627,0,0.0,11003904
case_062,2,4,a2_b1,a2_b1,851756,851756,0,0.0,11182080
case_062,2,5,release_order_8,release_order_8,711772,711387,385,0.0005409035477652591,11357184
case_062,3,2,release_order_8,release_order_8,1572620,1572229,391,0.0002486296753189121,10850304
case_062,3,3,a2_b1,a2_b1,1086627,1086627,0,0.0,11003904
case_062,3,4,a2_b1,a2_b1,851756,851756,0,0.0,11182080
case_062,3,5,release_order_8,release_order_8,711772,711387,385,0.0005409035477652591,11357184
case_063,1,2,budget_0.05,budget_0.05,741365,660192,81173,0.10949127622695976,4819968
case_063,1,3,budget_0.05,budget_0.05,599328,496032,103296,0.17235303539964764,4819968
case_063,1,4,budget_0.05,budget_0.05,492275,401646,90629,0.18410238179879135,4819968
case_063,1,5,budget_0.05,budget_0.05,427352,314542,112810,0.2639744285741028,4823040
case_063,2,2,release_order_8,release_order_8,575141,574930,211,0.00036686655967843596,3314688
case_063,2,3,a2_b1,a2_b1,401016,401016,0,0.0,3591168
case_063,2,4,release_order_8,release_order_8,313361,313003,358,0.001142452315380682,3760128
case_063,2,5,release_order_8,release_order_8,260444,259767,677,0.002599407166223866,3941376
case_063,3,2,release_order_8,release_order_8,575141,574930,211,0.00036686655967843596,3314688
case_063,3,3,release_order_4,release_order_4,401016,400982,34,8.478464699668287e-05,3588096
case_063,3,4,release_order_8,release_order_8,313361,313003,358,0.001142452315380682,3760128
case_063,3,5,release_order_8,release_order_8,260444,259767,677,0.002599407166223866,3941376
case_064,1,2,whole_graph,whole_graph,61141,19116,42025,0.687345643676093,0
case_064,1,3,whole_graph,whole_graph,42289,19116,23173,0.5479675565749959,0
case_064,1,4,whole_graph,whole_graph,46006,19116,26890,0.5844889796983002,0
case_064,1,5,whole_graph,whole_graph,34429,19116,15313,0.44477039704899934,0
case_064,2,2,a2_b1,a2_b1,11251,11251,0,0.0,72390
case_064,2,3,inherit_previous_core,a2_b1,12324,11251,1073,0.08706588769879908,72390
case_064,2,4,inherit_previous_core,a2_b1,12170,11251,919,0.07551355792933445,72390
case_064,2,5,inherit_previous_core,a2_b1,12092,11251,841,0.06955011577902748,72390
case_064,3,2,cache_order_2,cache_order_2,11251,11245,6,0.0005332859301395709,72390
case_064,3,3,inherit_previous_core,cache_order_2,12300,11245,1055,0.08577235772357727,72390
case_064,3,4,inherit_previous_core,cache_order_2,12102,11245,857,0.0708147413650636,72390
case_064,3,5,inherit_previous_core,cache_order_2,12062,11245,817,0.06773337754932851,72390
case_065,1,2,local,local,32177,27135,5042,0.15669577648631006,13968
case_065,1,3,local,local,21726,18090,3636,0.16735708367854185,27936
case_065,1,4,local,local,17075,13606,3469,0.20316251830161058,41904
case_065,1,5,local,local,14290,11471,2819,0.1972708187543737,55872
case_065,2,2,traffic_price,traffic_price,26997,25608,1389,0.05145016112901435,13968
case_065,2,3,traffic_price,traffic_price,18272,17899,373,0.02041374781085814,27936
case_065,2,4,release_order_8,release_order_8,13968,13752,216,0.015463917525773141,41904
case_065,2,5,release_order_8,release_order_8,12196,11586,610,0.05001639881928499,55872
case_065,3,2,traffic_price,traffic_price,26997,25492,1505,0.05574693484461235,13968
case_065,3,3,a4_b0,a4_b0,18272,17620,652,0.03568301225919435,348000
case_065,3,4,release_order_8,release_order_8,13968,13752,216,0.015463917525773141,41904
case_065,3,5,release_order_8,release_order_8,12172,11586,586,0.04814327965823206,55872
case_066,1,2,budget_0.05,budget_0.05,541385,208911,332474,0.6141174949435244,3879490
case_066,1,3,budget_0.10,budget_0.10,384049,172702,211347,0.550312590320506,4972332
case_066,1,4,budget_0.10,budget_0.10,307578,154434,153144,0.4979029709537093,4997764
case_066,1,5,inherit_previous_core,budget_0.10,264061,154434,109627,0.41515786125175624,4997764
case_066,2,2,a2_b1,a2_b1,194700,194700,0,0.0,3846972
case_066,2,3,a2_b1,a2_b1,162509,162509,0,0.0,5636232
case_066,2,4,a2_b1,a2_b1,146825,146825,0,0.0,6236818
case_066,2,5,traffic_price,traffic_price,142097,129232,12865,0.09053674602560224,4493142
case_066,3,2,a2_b1,a2_b1,193434,193434,0,0.0,3846972
case_066,3,3,a2_b1,a2_b1,154925,154925,0,0.0,5636232
case_066,3,4,a2_b1,a2_b1,134305,134305,0,0.0,6236818
case_066,3,5,traffic_price,traffic_price,125421,123139,2282,0.018194720182425628,4493142
case_067,1,2,local,local,33860812,33768704,92108,0.0027201946604233918,264024576
case_067,1,3,local,local,23631184,23568859,62325,0.0026374048799248095,263599744
case_067,1,4,local,local,18518776,18473155,45621,0.002463499747499487,263174912
case_067,1,5,local,local,15967384,15931687,35697,0.002235619810984746,262750080
case_067,2,2,pipeline_finish,pipeline_finish,32078763,31801071,277692,0.008656568209939985,201854336
case_067,2,3,a2_b1,a2_b1,21346879,21346879,0,0.0,218789632
case_067,2,4,traffic_price,traffic_price,16659686,16467602,192084,0.011529869170403328,201395328
case_067,2,5,pipeline_finish,pipeline_finish,13798191,13479628,318563,0.023087301806446914,204066304
case_067,3,2,release_order_8,release_order_8,30607739,30580521,27218,0.0008892522247396784,212097408
case_067,3,3,release_order_8,release_order_8,20394268,20389603,4665,0.00022874074225165408,217890560
case_067,3,4,traffic_price,traffic_price,15461092,15389055,72037,0.0046592439913041295,201395328
case_067,3,5,cache_order_1,cache_order_1,12374536,12326444,48092,0.003886367941391855,234236416
case_068,1,2,budget_0.10,budget_0.10,465271,285796,179475,0.38574293261346615,4210966
case_068,1,3,local,local,336576,270201,66375,0.19720657444381062,6395918
case_068,1,4,local,local,274304,255480,18824,0.06862459169388713,6350238
case_068,1,5,fine,fine,242561,242561,0,0.0,7885162
case_068,2,2,a2_b1,a2_b1,198817,198817,0,0.0,2558062
case_068,2,3,a2_b1,a2_b1,162484,162484,0,0.0,4124700
case_068,2,4,a2_b1,a2_b1,139285,139285,0,0.0,4092234
case_068,2,5,a2_b1,a2_b1,133373,133373,0,0.0,4261614
case_068,3,2,cache_order_1,cache_order_1,198000,196749,1251,0.006318181818181778,2558062
case_068,3,3,a2_b1,a2_b1,157390,157390,0,0.0,4124700
case_068,3,4,a2_b1,a2_b1,134016,134016,0,0.0,4092234
case_068,3,5,a2_b1,a2_b1,124662,124662,0,0.0,4261614
case_069,1,2,whole_graph,whole_graph,72046,25144,46902,0.6510007495211393,0
case_069,1,3,whole_graph,whole_graph,52957,25144,27813,0.5251996903147838,0
case_069,1,4,whole_graph,whole_graph,44827,25144,19683,0.43908804961295644,0
case_069,1,5,whole_graph,whole_graph,42713,25144,17569,0.411326762344017,0
case_069,2,2,a2_b1,a2_b1,16965,16965,0,0.0,537572
case_069,2,3,inherit_previous_core,a2_b1,17565,16965,600,0.03415883859948765,537572
case_069,2,4,traffic_price,traffic_price,16600,15620,980,0.0590361445783133,545324
case_069,2,5,traffic_price,traffic_price,16571,13311,3260,0.1967292257558385,461872
case_069,3,2,a2_b1,a2_b1,16820,16820,0,0.0,537572
case_069,3,3,cache_price,cache_price,16432,16255,177,0.010771665043816991,545640
case_069,3,4,traffic_price,traffic_price,14989,14600,389,0.025952365067716365,545324
case_069,3,5,traffic_price,traffic_price,14677,12971,1706,0.11623628806976904,461872
case_070,1,2,local,local,67254,58567,8687,0.12916703839176857,129536
case_070,1,3,local,local,46747,41099,5648,0.12082058741737434,231424
case_070,1,4,local,local,36718,31375,5343,0.145514461571981,360960
case_070,1,5,inherit_previous_core,local,37133,31375,5758,0.15506422858373958,360960
case_070,2,2,release_order_4,release_order_4,56770,55751,1019,0.017949621278844474,129536
case_070,2,3,release_order_8,release_order_8,43397,40524,2873,0.06620273290780465,231424
case_070,2,4,traffic_price,traffic_price,34341,32229,2112,0.06150082991176731,360960
case_070,2,5,a2_b1,a2_b1,31461,31461,0,0.0,583924
case_070,3,2,cache_price,cache_price,56671,56581,90,0.0015881138501173675,129536
case_070,3,3,a4_b0,a4_b0,43348,40478,2870,0.06620836024730092,384224
case_070,3,4,release_order_8,release_order_8,34308,30977,3331,0.09709105747930513,360960
case_070,3,5,a2_b1,a2_b1,27103,27103,0,0.0,583924
case_071,1,2,whole_graph,whole_graph,53239,18919,34320,0.6446402073667801,0
case_071,1,3,whole_graph,whole_graph,38947,18919,20028,0.5142372968392944,0
case_071,1,4,whole_graph,whole_graph,34737,18919,15818,0.45536459682759023,0
case_071,1,5,whole_graph,whole_graph,31531,18919,12612,0.39998731407186583,0
case_071,2,2,traffic_price,traffic_price,13916,12663,1253,0.09004024144869216,199878
case_071,2,3,a2_b1,a2_b1,11222,11222,0,0.0,432330
case_071,2,4,inherit_previous_core,a2_b1,11433,11222,211,0.018455348552435913,432330
case_071,2,5,inherit_previous_core,a2_b1,12352,11222,1130,0.09148316062176165,432330
case_071,3,2,traffic_price,traffic_price,13393,12481,912,0.06809527365041435,199878
case_071,3,3,cache_order_1,cache_order_1,10498,10460,38,0.003619737092779629,432330
case_071,3,4,a2_b1,a2_b1,10292,10292,0,0.0,455246
case_071,3,5,cache_price,cache_price,11318,10194,1124,0.09931083230252691,375090
case_072,1,2,fine,fine,11750222,11750222,0,0.0,175833776
case_072,1,3,budget_0.10,budget_0.10,7895117,7858771,36346,0.00460360498774115,173624096
case_072,1,4,fine,fine,5932513,5932513,0,0.0,175833776
case_072,1,5,fine,fine,4762722,4762722,0,0.0,175833776
case_072,2,2,a4_b0,a4_b0,15900615,12185549,3715066,0.23364291255401126,87886624
case_072,2,3,a4_b0,a4_b0,11846055,8105956,3740099,0.31572527731806077,85404448
case_072,2,4,a4_b0,a4_b0,9995832,6066448,3929384,0.39310224501572255,99724064
case_072,2,5,a4_b0,a4_b0,8758247,4818006,3940241,0.4498892301164834,85967536
case_072,3,2,a4_b0,a4_b0,15886822,12170258,3716564,0.23394005421600372,87886624
case_072,3,3,a4_b0,a4_b0,11831379,8108708,3722671,0.31464388048088054,85404448
case_072,3,4,a4_b0,a4_b0,9953916,6061274,3892642,0.39106639035330415,99724064
case_072,3,5,a4_b0,a4_b0,8721400,4797450,3923950,0.449922030866604,85967536
case_073,1,2,local,local,6071178,5980423,90755,0.014948499286299932,141121024
case_073,1,3,local,local,4565500,4515227,50273,0.01101149928813927,140671616
case_073,1,4,local,local,3936556,3903787,32769,0.008324281427725122,140222208
case_073,1,5,local,local,3539849,3517515,22334,0.006309308673901115,139772800
case_073,2,2,pipeline_finish,pipeline_finish,5647080,5614838,32242,0.0057094994227104845,96982400
case_073,2,3,release_order_8,release_order_8,4300595,4296945,3650,0.0008487197701713134,93165824
case_073,2,4,a2_b1,a2_b1,3346918,3346918,0,0.0,104884352
case_073,2,5,a2_b1,a2_b1,3046190,3046190,0,0.0,109212160
case_073,3,2,release_order_8,release_order_8,4368446,4366361,2085,0.00047728643091848877,96988032
case_073,3,3,cache_price,cache_price,3223907,3031282,192625,0.05974893196360809,95546368
case_073,3,4,pipeline_finish,pipeline_finish,2304649,2283128,21521,0.009338081417170296,99816320
case_073,3,5,pipeline_finish,pipeline_finish,1937165,1891029,46136,0.023816246938180297,102541312
case_074,1,2,budget_0.10,budget_0.10,853169,840990,12179,0.014275014680561582,13983744
case_074,1,3,local,local,583713,568771,14942,0.025598196373902926,7897096
case_074,1,4,budget_0.10,budget_0.10,435987,430297,5690,0.013050847846380775,13983744
case_074,1,5,local,local,351849,346076,5773,0.01640760667218044,9052160
case_074,2,2,a4_b0,a4_b0,851535,851239,296,0.0003476075557669045,7053312
case_074,2,3,a4_b0,a4_b0,574374,556091,18283,0.03183117620226539,7520256
case_074,2,4,a4_b0,a4_b0,523141,419816,103325,0.1975088933958531,8679424
case_074,2,5,a4_b0,a4_b0,518155,356125,162030,0.312705657573506,9060352
case_074,3,2,release_order_8,release_order_8,849031,846652,2379,0.0028020178297376575,13713860
case_074,3,3,a4_b0,a4_b0,566266,555883,10383,0.018335905740411773,7520256
case_074,3,4,a4_b0,a4_b0,464671,418275,46396,0.09984698851445428,8679424
case_074,3,5,a4_b0,a4_b0,436872,352263,84609,0.19366999945064,9060352
case_075,1,2,budget_0.05,budget_0.05,1382473,1007298,375175,0.2713796218804997,12021522
case_075,1,3,budget_0.10,budget_0.10,958187,807709,150478,0.15704450175174578,14899370
case_075,1,4,local,local,776863,644597,132266,0.17025653171794775,18039658
case_075,1,5,local,local,641540,590385,51155,0.0797378183745363,18187980
case_075,2,2,a2_b1,a2_b1,706053,706053,0,0.0,7171782
case_075,2,3,a2_b1,a2_b1,518569,518569,0,0.0,12370060
case_075,2,4,a2_b1,a2_b1,423056,423056,0,0.0,11764946
case_075,2,5,traffic_price,traffic_price,375457,370650,4807,0.012803063999339503,10060824
case_075,3,2,a2_b1,a2_b1,705534,705534,0,0.0,7171782
case_075,3,3,a2_b1,a2_b1,515113,515113,0,0.0,12370060
case_075,3,4,a2_b1,a2_b1,415215,415215,0,0.0,11764946
case_075,3,5,a2_b1,a2_b1,352998,352998,0,0.0,13257944
case_076,1,2,local,local,3219251,3069852,149399,0.046407999873262495,31259648
case_076,1,3,local,local,2149950,2061416,88534,0.04117956231540265,34851840
case_076,1,4,local,local,1614207,1543207,71000,0.043984445613233,36415488
case_076,1,5,local,local,1339237,1238672,100565,0.07509126465293292,38046720
case_076,2,2,a4_b0,a4_b0,5342971,3187085,2155886,0.4034994762277392,22265856
case_076,2,3,a4_b0,a4_b0,4056732,2097446,1959286,0.4829715150027165,24788992
case_076,2,4,a4_b0,a4_b0,3557946,1549200,2008746,0.5645802381486397,26028032
case_076,2,5,a4_b0,a4_b0,3439139,1266058,2173081,0.6318677436416498,28599296
case_076,3,2,a4_b0,a4_b0,5341052,3175704,2165348,0.4054160116771003,22265856
case_076,3,3,a4_b0,a4_b0,4053030,2094661,1958369,0.48318640621954434,24788992
case_076,3,4,a4_b0,a4_b0,3549383,1546618,2002765,0.5642572244246394,26028032
case_076,3,5,a4_b0,a4_b0,3289993,1255130,2034863,0.6185007080562177,28599296
case_077,1,2,local,local,271874,259128,12746,0.046882011520042344,57344
case_077,1,3,budget_0.05,budget_0.05,272464,191419,81045,0.29745214046626345,2390050
case_077,1,4,budget_0.05,budget_0.05,215030,148720,66310,0.30837557550109285,2334778
case_077,1,5,budget_0.05,budget_0.05,182715,137449,45266,0.247741017431519,2390050
case_077,2,2,a4_b0,a4_b0,262035,254351,7684,0.02932432690289466,1062582
case_077,2,3,a2_b1,a2_b1,183392,183392,0,0.0,1418284
case_077,2,4,a2_b1,a2_b1,141395,141395,0,0.0,1665090
case_077,2,5,a2_b1,a2_b1,126955,126955,0,0.0,2119250
case_077,3,2,a4_b0,a4_b0,262035,254186,7849,0.029954013776785526,1062582
case_077,3,3,cache_order_1,cache_order_1,181656,181181,475,0.002614832430528069,1418284
case_077,3,4,a2_b1,a2_b1,139517,139517,0,0.0,1665090
case_077,3,5,a2_b1,a2_b1,120161,120161,0,0.0,2119250
case_078,1,2,fine,fine,1080972,1080972,0,0.0,15039360
case_078,1,3,fine,fine,850256,850256,0,0.0,15039360
case_078,1,4,fine,fine,619540,619540,0,0.0,15039360
case_078,1,5,budget_0.10,budget_0.10,625636,617463,8173,0.013063506575708539,19487616
case_078,2,2,a2_b1,a2_b1,1050081,1050081,0,0.0,2775600
case_078,2,3,a2_b1,a2_b1,721597,721597,0,0.0,7670016
case_078,2,4,pipeline_finish,pipeline_finish,544785,530628,14157,0.025986398303918024,7410912
case_078,2,5,a2_b1,a2_b1,487321,487321,0,0.0,12579840
case_078,3,2,a2_b1,a2_b1,1049840,1049840,0,0.0,2775600
case_078,3,3,a2_b1,a2_b1,709779,709779,0,0.0,7670016
case_078,3,4,pipeline_finish,pipeline_finish,532665,530628,2037,0.0038241671594717586,7410912
case_078,3,5,a2_b1,a2_b1,453503,453503,0,0.0,12579840
case_079,1,2,fine,fine,14893820,14893820,0,0.0,91508736
case_079,1,3,fine,fine,9965372,9965372,0,0.0,91508736
case_079,1,4,fine,fine,7501148,7501148,0,0.0,91508736
case_079,1,5,fine,fine,6063684,6063684,0,0.0,91508736
case_079,2,2,a4_b0,a4_b0,23506435,15446486,8059949,0.34288266170518844,31780864
case_079,2,3,a4_b0,a4_b0,16036591,10181692,5854899,0.36509623522854706,39960576
case_079,2,4,a4_b0,a4_b0,13427887,7635624,5792263,0.43136071967242495,30445568
case_079,2,5,a4_b0,a4_b0,11712490,6075976,5636514,0.4812395997776733,47677440
case_079,3,2,a4_b0,a4_b0,23488863,15446486,8042377,0.342391072739451,31780864
case_079,3,3,a4_b0,a4_b0,16079532,10175315,5904217,0.367188360954784,39960576
case_079,3,4,a4_b0,a4_b0,13431618,7635624,5795994,0.43151867481639217,30445568
case_079,3,5,a4_b0,a4_b0,11671802,6075472,5596330,0.47947437764965517,47677440
case_080,1,2,local,local,151640,145926,5714,0.03768135056713273,2191360
case_080,1,3,local,local,120710,100325,20385,0.1688758180763814,3047424
case_080,1,4,inherit_previous_core,local,123120,100325,22795,0.18514457439896037,3047424
case_080,1,5,inherit_previous_core,local,119170,100325,18845,0.1581354367709994,3047424
case_080,2,2,a4_b0,a4_b0,188857,145926,42931,0.22732014169450965,2191360
case_080,2,3,a2_b1,a2_b1,100325,100325,0,0.0,3047424
case_080,2,4,traffic_price,traffic_price,111314,91774,19540,0.175539464937025,2666496
case_080,2,5,traffic_price,traffic_price,113455,89345,24110,0.21250716142964166,3047424
case_080,3,2,a4_b0,a4_b0,188893,145674,43219,0.2288014907910828,2191360
case_080,3,3,a2_b1,a2_b1,100325,100325,0,0.0,3047424
case_080,3,4,cache_price,cache_price,90584,90584,0,0.0,2666496
case_080,3,5,cache_price,cache_price,90408,85328,5080,0.0561897177240952,3047424
case_081,1,2,local,local,86905,76860,10045,0.11558598469593229,0
case_081,1,3,local,local,61579,51943,9636,0.1564819175368226,0
case_081,1,4,local,local,50323,39588,10735,0.21332194026588236,0
case_081,1,5,local,local,42111,30943,11168,0.2652038659732612,0
case_081,2,2,a2_b1,a2_b1,76860,76860,0,0.0,0
case_081,2,3,a2_b1,a2_b1,51943,51943,0,0.0,0
case_081,2,4,a2_b1,a2_b1,39588,39588,0,0.0,0
case_081,2,5,a2_b1,a2_b1,30943,30943,0,0.0,0
case_081,3,2,a2_b1,a2_b1,76860,76860,0,0.0,0
case_081,3,3,a2_b1,a2_b1,51943,51943,0,0.0,0
case_081,3,4,a2_b1,a2_b1,39588,39588,0,0.0,0
case_081,3,5,a2_b1,a2_b1,30943,30943,0,0.0,0
case_082,1,2,budget_0.05,budget_0.05,747520,511186,236334,0.31615742722602735,6941048
case_082,1,3,budget_0.10,budget_0.10,521362,372096,149266,0.2863001139323541,8404624
case_082,1,4,budget_0.10,budget_0.10,408128,345652,62476,0.15307942606241176,8386284
case_082,1,5,local,local,345417,313395,32022,0.09270533876444997,10543602
case_082,2,2,a2_b1,a2_b1,390429,390429,0,0.0,2841734
case_082,2,3,a2_b1,a2_b1,269304,269304,0,0.0,5694796
case_082,2,4,a2_b1,a2_b1,219266,219266,0,0.0,6880242
case_082,2,5,traffic_price,traffic_price,205110,195745,9365,0.04565842718541269,6428532
case_082,3,2,cache_order_1,cache_order_1,390227,389808,419,0.00107373400610411,2841734
case_082,3,3,a2_b1,a2_b1,267271,267271,0,0.0,5694796
case_082,3,4,a2_b1,a2_b1,209258,209258,0,0.0,6880242
case_082,3,5,a2_b1,a2_b1,188787,188787,0,0.0,9017940
case_083,1,2,fine,fine,624895,624895,0,0.0,27912000
case_083,1,3,local,local,579215,512623,66592,0.11496939823726937,14842752
case_083,1,4,local,local,547412,450029,97383,0.17789708665502402,14977600
case_083,1,5,local,local,542671,442480,100191,0.18462567559349952,15058048
case_083,2,2,traffic_price,traffic_price,455495,437243,18252,0.040070692323735724,4415072
case_083,2,3,traffic_price,traffic_price,347389,315393,31996,0.09210424049120725,6764736
case_083,2,4,traffic_price,traffic_price,321140,245866,75274,0.23439621348944384,6038304
case_083,2,5,traffic_price,traffic_price,315996,227817,88179,0.27905100064557775,8447360
case_083,3,2,traffic_price,traffic_price,449258,437229,12029,0.026775260540713774,4415072
case_083,3,3,cache_price,cache_price,328685,305009,23676,0.07203249311650972,6448320
case_083,3,4,cache_price,cache_price,297318,235792,61526,0.20693668059115156,5510944
case_083,3,5,cache_price,cache_price,271352,220007,51345,0.18921916919720516,8176000
case_084,1,2,local,local,1476604,1255052,221552,0.15004158190008965,0
case_084,1,3,local,local,1039564,836220,203344,0.19560508059147874,0
case_084,1,4,local,local,823472,629028,194444,0.23612703285600478,0
case_084,1,5,local,local,692360,503472,188888,0.2728176093361835,0
case_084,2,2,a2_b1,a2_b1,1255052,1255052,0,0.0,0
case_084,2,3,a2_b1,a2_b1,836220,836220,0,0.0,0
case_084,2,4,a2_b1,a2_b1,629028,629028,0,0.0,0
case_084,2,5,a2_b1,a2_b1,503472,503472,0,0.0,0
case_084,3,2,a2_b1,a2_b1,1255052,1255052,0,0.0,0
case_084,3,3,a2_b1,a2_b1,836220,836220,0,0.0,0
case_084,3,4,a2_b1,a2_b1,629028,629028,0,0.0,0
case_084,3,5,a2_b1,a2_b1,503472,503472,0,0.0,0
case_085,1,2,budget_0.05,budget_0.05,3432968,2214918,1218050,0.3548095991573472,34500232
case_085,1,3,budget_0.05,budget_0.05,2374222,1583476,790746,0.3330547859467228,34500232
case_085,1,4,budget_0.10,budget_0.10,1987909,1375760,612149,0.30793612786098357,40716984
case_085,1,5,budget_0.10,budget_0.10,1616780,1297473,319307,0.19749563948094362,40634620
case_085,2,2,a2_b1,a2_b1,1667259,1667259,0,0.0,20418782
case_085,2,3,traffic_price,traffic_price,1275193,1243771,31422,0.02464097591501835,20020524
case_085,2,4,a2_b1,a2_b1,960680,960680,0,0.0,26378962
case_085,2,5,traffic_price,traffic_price,906057,806355,99702,0.11003943460510768,28143544
case_085,3,2,cache_order_1,cache_order_1,1664048,1663005,1043,0.0006267848042844637,20418782
case_085,3,3,traffic_price,traffic_price,1271856,1243139,28717,0.02257881395378092,20020524
case_085,3,4,a2_b1,a2_b1,955865,955865,0,0.0,26378962
case_085,3,5,traffic_price,traffic_price,839870,797805,42065,0.05008513222284405,28143544
case_086,1,2,whole_graph,whole_graph,365098,118403,246695,0.6756952927707081,0
case_086,1,3,whole_graph,whole_graph,263062,118403,144659,0.5499045852308582,0
case_086,1,4,whole_graph,whole_graph,217618,118403,99215,0.4559135733257359,0
case_086,1,5,whole_graph,whole_graph,192617,118403,74214,0.38529309458666683,0
case_086,2,2,a2_b1,a2_b1,73755,73755,0,0.0,2875494
case_086,2,3,traffic_price,traffic_price,83678,71121,12557,0.15006333803389182,2156940
case_086,2,4,traffic_price,traffic_price,91949,63310,28639,0.31146613883783403,2533746
case_086,2,5,inherit_previous_core,traffic_price,97629,63310,34319,0.3515246494381792,2533746
case_086,3,2,cache_order_2,cache_order_2,73560,73248,312,0.004241435562805873,2875494
case_086,3,3,cache_price,cache_price,77432,69498,7934,0.1024640975307366,2245354
case_086,3,4,traffic_price,traffic_price,80884,60626,20258,0.2504574452302062,2533746
case_086,3,5,inherit_previous_core,traffic_price,80890,60626,20264,0.25051304240326366,2533746
case_087,1,2,local,local,2010795,1985234,25561,0.012711887586750459,9999360
case_087,1,3,local,local,1393936,1385354,8582,0.00615666716405916,10441728
case_087,1,4,budget_0.05,budget_0.05,1391770,1182295,209475,0.15050978250716718,35412968
case_087,1,5,budget_0.05,budget_0.05,1573244,1042844,530400,0.33713778663703786,44279128
case_087,2,2,a4_b0,a4_b0,2330279,2187931,142348,0.06108624761241033,10580824
case_087,2,3,a4_b0,a4_b0,1599951,1494549,105402,0.06587826752194281,31013160
case_087,2,4,a4_b0,a4_b0,1505723,1239495,266228,0.1768107414179102,34952996
case_087,2,5,a4_b0,a4_b0,1498179,1151646,346533,0.2313028016011438,40490720
case_087,3,2,a4_b0,a4_b0,2330067,2173642,156425,0.06713326269158781,10580824
case_087,3,3,a4_b0,a4_b0,1545361,1462436,82925,0.053660600985789064,31013160
case_087,3,4,a4_b0,a4_b0,1439406,1189206,250200,0.17382170145184894,34952996
case_087,3,5,a4_b0,a4_b0,1331523,1064367,267156,0.2006394181700204,40490720
case_088,1,2,budget_0.10,budget_0.10,315272,189450,125822,0.39909030932020606,3087190
case_088,1,3,local,local,227027,174412,52615,0.23175657520911608,4419860
case_088,1,4,local,local,186991,171954,15037,0.08041563497708448,4480840
case_088,1,5,fine,fine,164635,164635,0,0.0,5459650
case_088,2,2,a2_b1,a2_b1,136209,136209,0,0.0,1856518
case_088,2,3,a2_b1,a2_b1,112381,112381,0,0.0,3008244
case_088,2,4,a2_b1,a2_b1,95359,95359,0,0.0,2964628
case_088,2,5,a2_b1,a2_b1,93049,93049,0,0.0,2884378
case_088,3,2,cache_order_1,cache_order_1,135929,135533,396,0.0029132856123417206,1856518
case_088,3,3,a2_b1,a2_b1,108903,108903,0,0.0,3008244
case_088,3,4,a2_b1,a2_b1,92523,92523,0,0.0,2964628
case_088,3,5,a2_b1,a2_b1,88382,88382,0,0.0,2884378
case_089,1,2,local,local,356940,346832,10108,0.028318484899422902,238720
case_089,1,3,local,local,260608,243614,16994,0.06520904960707274,477440
case_089,1,4,local,local,223700,178160,45540,0.20357621814930715,716160
case_089,1,5,local,local,210236,147432,62804,0.2987309499800225,954880
case_089,2,2,a2_b1,a2_b1,346832,346832,0,0.0,238720
case_089,2,3,a2_b1,a2_b1,243614,243614,0,0.0,477440
case_089,2,4,a2_b1,a2_b1,178160,178160,0,0.0,716160
case_089,2,5,a2_b1,a2_b1,147432,147432,0,0.0,954880
case_089,3,2,a2_b1,a2_b1,346832,346832,0,0.0,238720
case_089,3,3,a2_b1,a2_b1,243614,243614,0,0.0,477440
case_089,3,4,a2_b1,a2_b1,178160,178160,0,0.0,716160
case_089,3,5,a2_b1,a2_b1,147432,147432,0,0.0,954880
case_090,1,2,fine,fine,679752,679752,0,0.0,25781760
case_090,1,3,fine,fine,589444,589444,0,0.0,25781760
case_090,1,4,fine,fine,565296,565296,0,0.0,25781760
case_090,1,5,fine,fine,522053,522053,0,0.0,25781760
case_090,2,2,a2_b1,a2_b1,469386,469386,0,0.0,3239088
case_090,2,3,a2_b1,a2_b1,339856,339856,0,0.0,5771136
case_090,2,4,a2_b1,a2_b1,298366,298366,0,0.0,7914336
case_090,2,5,traffic_price,traffic_price,289776,258310,31466,0.1085873226216112,6453888
